X,Y,PHI,IR1,LDR1,IR2,LDR2,IR3,LDR3,IR4,LDR4,IR5,LDR5,IR6,LDR6,IR7,LDR7,IR8,LDR8
198.7,18.5,22.5,222.3,381.3,454.7,405.3,322.8,273.2,21.1,57.2,6.6,142.9,6.1,194.7,6.1,271.4,2.757142857,295.7
198.7,18.5,45,361.4,395.9,424.4,382.4,180.4,211.5,37.4,209.9,1.7,194.7,1.9,209.6,1.3,206.2,3.6,373.7
198.7,18.5,67.5,455.4,335.3,307.4,229.3,2.3,209.4,2.1,201.4,1.6,192.7,2.1,220.7,2.1,281.3,3.5,402.7
198.7,18.5,90,426,350.4,147.6,216,1.8,197.2,2.1,209.2,2,201.4,0.4,34.7,85.6,362,4.2,401.7
198.7,18.5,112.5,315.2,216.9,1.9,204.2,2.1,192.6,3,213.1,2,211,2,269.3,224.5,393.3,1.428571429,390.4
198.7,18.5,135,158.1,211,2.5,205.1,2.1,184.9,9.2,215.2,1.7,221.4,96.9,350.2,355.8,346.2,11.84285714,394.1
198.7,18.5,157.5,83.4,206.4,66,193.8,2,186.8,4.9,224,1.7,279,234.7,370.4,439.8,375.5,32.72857143,329
198.7,18.5,180,181.6,35.3,0.7,32,1.8,19,2.5,48.2,111.2,336.8,354.2,362.2,417.3,365.8,17.65714286,236.3
198.7,18.5,202.5,1.7,191,12.2,201.2,1.9,203.7,2,281,261.5,371.9,430.5,391.6,304.6,277.6,166.3857143,209.1
198.7,18.5,225,1,1.4,6.3,43.4,8.2,106.9,88.9,364.2,404.8,322.9,408.4,360.5,167.1,206.8,307.3571429,201
198.7,18.5,247.5,2.5,81.8,6.3,165,2.3,253.4,230.7,412.6,516.8,409.1,303.4,277.9,1.9,207.8,431.6,187.3
198.7,18.5,270,1.5,189.8,2.6,211.5,92.3,340.2,345.7,333.2,494.8,393.3,178.5,32.4,1.5,51.7,453.0428571,220.8
198.7,18.5,292.5,1.9,197.6,2.6,233.8,228.2,369.1,431,387.6,318.8,276.7,2.4,219.9,2.3,193,372.2428571,185.6
198.7,18.5,315,2.6,205.6,88,323.1,366.1,346.9,409,372.7,167.5,207.9,2,202,2.3,190.3,240.4285714,198.7
198.7,18.5,337.5,2.1,225.1,242.9,404.1,451.8,357.6,302.8,299.5,1.5,202.1,1.6,197.6,1.9,193.5,96.74285714,206.8
198.7,48.5,0,1.6,372.2,132.1,413.8,144.6,346.5,2,220.5,1.9,153.2,1.6,142.4,1.5,152.5,2.414285714,224.9
198.7,48.5,22.5,82.7,390,151.7,403,128.4,289.3,1.7,185.6,1.4,144.7,2,149.5,1.5,165.9,2.042857143,345.9
198.7,48.5,45,127.5,389.7,143.9,385.3,1.9,192.3,2.1,165.2,2.1,132.7,2,158.7,2,199.1,2.128571429,382.5
198.7,48.5,67.5,143.3,367.1,155.2,361.6,2.1,183.7,2,151,1.3,147.1,1.8,184,2.1,312.8,2.057142857,408.6
198.7,48.5,90,131.5,312,103.9,227.3,1.9,151.2,2,139.5,2,152.5,1.9,227.8,2.2,340.4,1.871428571,414.6
198.7,48.5,112.5,103.2,308,96,172.6,2.3,138.5,2,146.9,1.9,175,2,326.2,81.2,398.1,2,405.6
198.7,48.5,135,90.7,184,2.3,148.9,2.5,132.9,1.9,162.8,1.8,201.8,2,384.6,113.9,399.9,2.414285714,376.5
198.7,48.5,157.5,2.1,159.1,3.4,135.1,2.2,136.4,2.2,177.2,1.9,309.1,88.7,403.5,131,380.9,2.685714286,325.3
198.7,48.5,180,6.1,150.2,2,132.1,2.2,153.9,2.1,216.4,1.9,358.7,131.8,400.7,130.5,357.5,15.81428571,220.3
198.7,48.5,202.5,2.7,131.1,2.4,133.5,2.6,177.9,2.1,311.1,98.7,385.4,143.1,406,101.8,316.2,29.08571429,168.1
198.7,48.5,225,1.7,129.3,2.3,152.6,2.5,209.1,1.8,365.9,144.2,398.5,139.7,376.6,1.7,209.9,123.5428571,147.7
198.7,48.5,247.5,1.7,133.7,3.2,167.6,2.1,320.9,78.5,390.6,160.1,387.2,112.3,312.3,1.8,172.3,137.9857143,133
198.7,48.5,270,2.5,151.6,1.9,237,2.4,359.4,120.4,395.5,148.3,365.8,2.1,205.4,2,151.1,144.7285714,124
198.7,48.5,292.5,1.7,169.2,4.9,327,88.2,385.5,131.9,395,116.3,161.6,0.4,70.5,1.1,178.5,126.8571429,156.1
198.7,48.5,315,2.1,207.2,127.8,380.9,128.6,391.9,136,373.3,1.6,194.6,2.2,153.2,2.1,129.5,87.85714286,150.7
198.7,48.5,337.5,1.8,320.3,91.8,410.7,148.2,380.1,116,318,1.6,169.1,2.4,144.1,1.6,142.3,2.085714286,169.8
198.7,78.5,0,1.6,372.2,132.1,413.8,144.6,346.5,2,220.5,1.9,153.2,1.6,142.4,1.5,152.5,2.414285714,224.9
198.7,78.5,22.5,82.7,390,151.7,403,128.4,289.3,1.7,185.6,1.4,144.7,2,149.5,1.5,165.9,2.042857143,345.9
198.7,78.5,45,127.5,389.7,143.9,385.3,1.9,192.3,2.1,165.2,2.1,132.7,2,158.7,2,199.1,2.128571429,382.5
198.7,78.5,67.5,143.3,367.1,155.2,361.6,2.1,183.7,2,151,1.3,147.1,1.8,184,2.1,312.8,2.057142857,408.6
198.7,78.5,90,131.5,312,103.9,227.3,1.9,151.2,2,139.5,2,152.5,1.9,227.8,2.2,340.4,1.871428571,414.6
198.7,78.5,112.5,103.2,308,96,172.6,2.3,138.5,2,146.9,1.9,175,2,326.2,81.2,398.1,2,405.6
198.7,78.5,135,90.7,184,2.3,148.9,2.5,132.9,1.9,162.8,1.8,201.8,2,384.6,113.9,399.9,2.414285714,376.5
198.7,78.5,157.5,2.1,159.1,3.4,135.1,2.2,136.4,2.2,177.2,1.9,309.1,88.7,403.5,131,380.9,2.685714286,325.3
198.7,78.5,180,6.1,150.2,2,132.1,2.2,153.9,2.1,216.4,1.9,358.7,131.8,400.7,130.5,357.5,15.81428571,220.3
198.7,78.5,202.5,2.7,131.1,2.4,133.5,2.6,177.9,2.1,311.1,98.7,385.4,143.1,406,101.8,316.2,29.08571429,168.1
198.7,78.5,225,1.7,129.3,2.3,152.6,2.5,209.1,1.8,365.9,144.2,398.5,139.7,376.6,1.7,209.9,123.5428571,147.7
198.7,78.5,247.5,1.7,133.7,3.2,167.6,2.1,320.9,78.5,390.6,160.1,387.2,112.3,312.3,1.8,172.3,137.9857143,133
198.7,78.5,270,2.5,151.6,1.9,237,2.4,359.4,120.4,395.5,148.3,365.8,2.1,205.4,2,151.1,144.7285714,124
198.7,78.5,292.5,1.7,169.2,4.9,327,88.2,385.5,131.9,395,116.3,161.6,0.4,70.5,1.1,178.5,126.8571429,156.1
198.7,78.5,315,2.1,207.2,127.8,380.9,128.6,391.9,136,373.3,1.6,194.6,2.2,153.2,2.1,129.5,87.85714286,150.7
198.7,78.5,337.5,1.8,320.3,91.8,410.7,148.2,380.1,116,318,1.6,169.1,2.4,144.1,1.6,142.3,2.085714286,169.8
198.7,108.5,0,16.8,289,91.5,330.9,13.6,291.7,29.6,162.5,1.8,96.5,2.1,85.6,2.4,93.1,11.9,141.8
198.7,108.5,22.5,2,311.5,3.1,334,1.6,247.6,29.9,124.5,2.1,82,1.8,89.8,2.3,109.6,6.6,272.3
198.7,108.5,45,24.8,312.8,95.5,312,1.7,144.8,37.6,108.2,1.8,80.8,2.1,99.4,2.1,136.9,16.5,308.4
198.7,108.5,67.5,11.8,314.3,1.8,274.1,1.9,110.1,2.1,83,1.6,79.3,1.8,110.2,2.2,261,4.9,333.2
198.7,108.5,90,2.1,291,2.5,156.7,3.2,101.2,22.1,84.1,1.9,93.4,2.3,147.1,2.3,303.3,86.5,330.5
198.7,108.5,112.5,2.4,270.6,2.5,117.7,1.6,80.5,4.8,86.2,1.4,112.9,2.1,271.8,2.6,309.5,111.6,333.7
198.7,108.5,135,73.9,144.8,2.2,96.4,1.9,79.2,38.1,97.7,1.5,132.7,1.8,315.1,22.8,322.9,65.5,305.6
198.7,108.5,157.5,10.4,106.4,2.4,77.8,3.1,82.2,6.9,110.6,2.1,249.9,2.1,323.2,68.7,314.3,32.4,276.8
198.7,108.5,180,2.1,98,1.7,77.6,2.5,97.2,38.3,139,1.9,283.5,51,336.9,22.5,304.5,6.7,154.8
198.7,108.5,202.5,2.3,79.9,2.4,78.1,2.2,110.6,17.7,266.7,2.5,304.4,58.9,320.5,2.5,272.5,20.4,113.5
198.7,108.5,225,2.5,75.8,2.3,91.6,2.2,136,37.9,301.2,82.6,326,15.4,308.3,2.1,154.8,40.1,84.9
198.7,108.5,247.5,115.6,73.6,2.4,100.4,2.2,265.4,1.9,320.7,69.3,311,2.1,274.3,2.4,119.3,20.6,73.1
198.7,108.5,270,2.3,88.8,2.5,124.9,2.2,293.1,17,322.6,8.7,300,1.8,157.5,2.5,102.3,98.9,66.6
198.7,108.5,292.5,1.8,104.4,2.4,255.7,1.8,300.1,21.6,326.6,2,264.2,2.1,124.2,3,84.3,28,72.8
198.7,108.5,315,2.3,124.5,3.3,302.1,17.5,321.9,21.5,307.5,1.5,151.2,1.6,104.1,2.1,80.1,61,78.5
198.7,108.5,337.5,2.1,245,2.6,330.8,38.1,310.2,2,274.6,1.7,113.8,2,90.4,4.4,89.3,6.6,106.9
198.7,138.5,0,2.3,267.7,1.7,296.8,2.1,253.7,34.2,121.6,1.3,66.4,8.7,63.6,65.1,66.2,2.3,99.8
198.7,138.5,22.5,1.5,276.2,6.9,301.2,1.6,223.6,30.1,85.2,1.7,57.3,42.8,64.2,4.7,74,65.1,242.8
198.7,138.5,45,2.1,283.7,2.1,285,2.4,114.2,11.1,72,3.1,51.5,38.6,79.6,4.1,106.2,2.2,270.1
198.7,138.5,67.5,2.5,287,2.3,250.4,2.5,82.5,12.1,57.5,44,60.1,1.9,86.7,2.1,227.5,52.9,301.5
198.7,138.5,90,16.3,271.1,2.3,118.9,2.9,66.8,2.1,48.9,27.5,68.6,2.3,118.3,1.9,259.3,24,303.6
198.7,138.5,112.5,2,245,2,83.4,1.8,56.9,37.6,57.1,1.6,75.3,2.3,234.6,2,282.8,36.5,303.9
198.7,138.5,135,2.1,119,31.8,66.8,2.6,45.2,46,66.1,1.7,100,2.1,271.2,38.5,296.3,20.4,281.1
198.7,138.5,157.5,1.9,84.3,1.9,54.6,9.8,57.7,42.2,80.8,1.9,209.5,2.2,295.6,51.3,281.8,23.9,239.1
198.7,138.5,180,2.4,66.5,9.5,39.6,25.7,65.4,41.8,110,2,241.8,2.2,298.4,55.4,277.1,3,117
198.7,138.5,202.5,2.3,56.6,20.4,40.1,2.3,75.2,33.9,225.1,2,271.4,19,300.7,4.3,240.2,32.7,75.1
198.7,138.5,225,1.8,50.3,33.4,54.5,2.1,94.7,30,261.4,1.9,292.1,2,280.9,2.3,118.8,2.4,56.5
198.7,138.5,247.5,16.4,57.2,2,74.1,2.3,227.5,6.8,281.1,11.5,286.1,2,249.6,18.6,83.3,20,35.3
198.7,138.5,270,36.4,61.1,1.9,91.5,1.9,254.6,17.8,297.4,1.9,272.5,2.2,123.1,22.4,82.1,48.8,41.2
198.7,138.5,292.5,2.1,77.5,1.5,221.7,1.9,283.7,7.1,290.9,2,225.7,2.2,94.2,18.3,63.3,69.2,42.8
198.7,138.5,315,2.9,92.8,112,270.9,2.3,286.1,6.9,270.8,2.2,116.8,2.1,80.7,31,57.6,98.6,55.5
198.7,138.5,337.5,2.9,217.4,2.5,284,2.9,278.3,6.9,258,2,84.3,2.4,62.6,43.1,56.8,2.5,61.4
198.7,168.5,0,3.1,236.9,2.4,275.8,2.4,231.4,16.3,81.2,1.6,46.9,88.4,48,101.8,50.8,2,70.6
198.7,168.5,22.5,107.3,257.1,2.8,268.9,2.1,194.5,26.2,68.7,2.4,43.6,68.8,52.4,2.2,61.4,2.1,222.9
198.7,168.5,45,2.8,265,2.3,247.3,2.1,79.4,17.7,41.5,94.5,36.4,84.4,57.2,2.2,77.2,2.3,255.8
198.7,168.5,67.5,2.8,257.5,2.2,224.3,2,51.2,46.1,31,94.7,35.4,2.2,68.9,2.7,202.7,2.8,266.9
198.7,168.5,90,2.1,232.5,70.2,95.8,2.3,54,70.8,35.4,90.4,54.8,2.8,90.8,2.4,243.1,6.9,265.2
198.7,168.5,112.5,98.8,215.2,2.4,52.5,2,37.6,74.4,41.7,3.4,64.4,2.3,214.4,2.1,257.4,24.3,271.5
198.7,168.5,135,2.8,91.7,2.8,44.4,83.9,38.1,78.5,50.4,1.6,82.4,2.2,244.2,2.2,266.2,2,250
198.7,168.5,157.5,2.2,56.4,2.1,25.2,104.4,42.6,50.2,61.8,2.3,190.5,2.6,257.9,2,264.8,1.7,216
198.7,168.5,180,2.4,47.5,82.1,29.4,100.3,44.6,30,82.5,2,223.8,2,269.8,2.3,241.7,3.1,81
198.7,168.5,202.5,1.9,34.6,82.3,29.7,2.3,61.9,21.7,210.4,1.8,236.8,2.4,265.6,2,221.1,2.5,52.3
198.7,168.5,225,49.2,34.5,78,38.4,2.2,78.6,18.1,242.2,2,266.7,2.7,247.6,2.3,95.8,28.1,32.5
198.7,168.5,247.5,77.8,36.1,2.3,51,2.5,201.8,3,261.3,3.2,263.2,1.8,214.1,2.2,69.2,9.1,27.8
198.7,168.5,270,149.8,47.2,3.1,64,2.5,242.5,16.2,266.9,1.9,234.4,2.4,93,2.4,52,111.3,17.8
198.7,168.5,292.5,193,53,2.3,206.6,2.3,248.6,25.8,255.5,1.9,205.1,2.4,73.3,1.9,45.1,106.7,35
198.7,168.5,315,2.8,74.7,2.3,238.5,2.3,262.7,18.5,248.9,1.9,88.4,2.1,62.5,81.1,43.1,123.6,45.4
198.7,168.5,337.5,1.9,190.1,2.8,267.1,2.1,253.9,2.1,225.5,1.7,63.9,1.9,56.1,81.2,52.6,2.1,51.4
198.7,198.5,0,2.8,216.5,2.1,244.4,2.2,208.2,22,79.9,1.7,34.6,135.7,33.4,135.3,40.2,2.2,58.2
198.7,198.5,22.5,53.3,230,2.5,250.1,2.9,181.5,26.3,57.8,107.9,24.1,139.9,39.4,106,59.5,28.1,196.9
198.7,198.5,45,2.2,241.9,2.4,226.7,2.1,73.1,58.1,36.2,143.4,22.7,146.7,51.8,2.7,77.7,2.7,234.2
198.7,198.5,67.5,1.7,224.2,2.4,201.6,2.3,54,49.9,19.3,156.5,31.4,139,59.4,2.2,193.7,1.7,238
198.7,198.5,90,2.1,211.3,33.6,77.3,2.2,41,115.6,25.3,156.3,46.7,2.2,83.5,2.3,226.2,2.2,244
198.7,198.5,112.5,2.5,188.6,2.3,39.3,66.7,19.1,139.7,20.4,143.6,57,2.1,205.1,1.9,233.3,1.6,239.1
198.7,198.5,135,2.3,68.6,2.5,23.9,132.5,22.3,135.7,39.6,1.9,73.5,1.7,219.6,1.7,246,2.1,230
198.7,198.5,157.5,131.5,45.2,2.3,6.5,148,24.2,104.7,60.3,2,175.5,2.2,236.8,1.8,235.4,2.7,196.8
198.7,198.5,180,2.7,31.1,123.7,15.3,147.9,36.8,2.2,63.4,1.9,200.1,2.1,252.7,2.5,227.8,1.9,77
198.7,198.5,202.5,2.4,17,143.8,16.9,136.9,48.1,45.9,191.5,2.1,225.8,2,235.4,2.2,194.5,2.1,31.7
198.7,198.5,225,123.3,18.7,144,25,1.9,72.8,26,225.9,2,239.3,2.2,222.7,2.1,81.7,2,23.6
198.7,198.5,247.5,139.6,25.7,2.3,36.4,2.3,192.3,4.9,235.9,2,231.8,2.2,196.5,2.9,57,73.4,3.7
198.7,198.5,270,139.9,42.8,2,66.2,2.3,215.5,2.4,248.1,2,219,2.2,82,2.4,32.8,127.1,3.2
198.7,198.5,292.5,201.3,53.3,2.4,181.2,2.2,224.2,7.2,244.9,2.1,189.4,2,64.4,85,31.7,161,4.8
198.7,198.5,315,1.5,64.8,2.4,213.8,1.6,235.2,1.9,232.5,1.8,80.8,2.7,45.1,118,32.9,152.9,28.6
198.7,198.5,337.5,2.4,177.1,16.3,247,2.1,229.4,2,200.5,2,58.3,100.3,38.5,138.8,40.8,147.7,43.6
198.7,228.5,0,2.9,215.6,2.2,241.6,2.2,207.4,24.1,81.1,15.9,35.4,164.9,30.3,172.2,39.5,22.1,57.4
198.7,228.5,22.5,48.2,226.9,2.5,247.1,2.9,180.2,25.8,53.4,128.3,23.1,178.5,35.7,131.4,51.9,26.5,182.4
198.7,228.5,45,2.1,247.2,2.2,220.8,2.3,77.2,63.1,35.7,176.4,22.8,183.5,47.5,19.7,68.7,2.5,210.5
198.7,228.5,67.5,1.7,218.2,2.1,205.4,2,48.3,73,19.7,199.7,26.3,159.2,64.7,2.2,194.1,3.5,214.5
198.7,228.5,90,2.8,195.7,31.7,67.8,15.4,37.3,144.9,23.7,192.3,47.8,19.4,83.6,2.2,214.4,2.3,242.8
198.7,228.5,112.5,3.4,177.2,3.3,36.2,91.4,16.5,182.4,18.9,166.4,50.1,2,185.2,1.6,209.1,1.5,240.1
198.7,228.5,135,2.4,67.8,16.2,25,162.8,20.9,169.9,38.5,23.8,70.1,1.6,217.4,1.6,243.1,2,205.7
198.7,228.5,157.5,123.7,41.5,31.6,7.6,188.2,21,128,52.8,2.7,179.7,2.2,234.7,2.8,234.2,3.7,194.4
198.7,228.5,180,3.1,28.4,158,11.7,185.9,41.9,18.7,71,1.7,198.4,2.6,250,2.4,223.9,1.9,79.1
198.7,228.5,202.5,27.8,16.6,185.9,13.1,159.6,43.9,42.8,173,1.7,226.3,2.3,235.4,2.3,185.5,2.5,37.7
198.7,228.5,225,154.1,16.2,185.2,23.7,23.2,77.5,30.4,225.3,2,236.7,2.7,222.6,2.2,84.2,13.6,22.7
198.7,228.5,247.5,179.6,24.6,37.7,37.2,2.2,190.4,4.9,235.4,2.1,228,2,177.6,2.2,51.4,94.1,3.7
198.7,228.5,270,181.6,39.5,24,59.3,2.1,194.5,2,225,1.9,196.7,2.2,86.2,13.6,35.2,159.2,3.3
198.7,228.5,292.5,219.6,48.3,2.1,162.5,2.6,201.4,7.3,219.8,2.9,170.8,3,57.8,105.5,27.2,206.4,4.8
198.7,228.5,315,23.4,58.7,16.9,212,1.5,212.9,1.7,207.5,2.8,72.2,14.4,42.3,153.5,28.4,188,31.6
198.7,228.5,337.5,2.5,177.5,14.7,244.9,2.1,227.3,2.1,199.6,1.9,56.1,116.8,35.1,179.1,40.1,167.5,42.9
228.7,18.5,0,90.6,139.3,395.4,380.3,440.2,393.2,164.1,341.2,5.5,217.3,2.3,148,0.2,178.2,5.071428571,193.4
228.7,18.5,22.5,230.6,272.8,470.8,414.6,318.2,394.1,17,332.7,1.8,197.8,1.4,174.3,1.4,163.7,1.828571429,149
228.7,18.5,45,381.3,296,450.5,420,179.6,368.5,4.8,267.6,2.1,182.9,1.9,165.1,2,155.2,3.757142857,154.4
228.7,18.5,67.5,459.8,396.9,299.8,418.2,2,282.9,1.7,219.6,1.5,26.9,8.1,10.2,8.1,78.7,2.271428571,215.2
228.7,18.5,90,444.9,379.8,179.2,398.1,2.2,231.3,1.3,205.7,1.7,161.7,2.5,163.1,118.3,145.1,10.4,343.6
228.7,18.5,112.5,296.8,403,4.1,363.9,1.9,197.1,1.5,176.9,2.1,159.7,2,159.1,236.2,264.7,23.68571429,412.5
228.7,18.5,135,185.8,362.2,2.1,269.1,2.3,179.1,4.9,172.4,2.1,161.1,88.2,14,397.2,170.3,6.6,420.2
228.7,18.5,157.5,3.5,329.9,33.8,207.7,2.1,169.9,3.2,167.1,1.9,154.4,238.1,272.5,451.2,385.5,2.857142857,420.5
228.7,18.5,180,1.9,233.8,78.2,187.3,1.7,166.2,2.1,170.7,111.3,150.5,376.5,323.4,427.9,394.6,4.628571429,395.3
228.7,18.5,202.5,3.1,190,58.1,173.5,1.7,160.6,12,162.5,268.5,255.1,442.7,406.6,300.6,393.1,174.5428571,304
228.7,18.5,225,77.3,175.6,2.5,97.7,1.8,115.2,36.6,37.1,442.7,188.1,415.4,411.8,183,343.8,306.3428571,259
228.7,18.5,247.5,6.3,30.6,7.4,51.3,7.1,221.2,224.5,262.3,488,375.5,296.7,414.4,2.5,325.5,437.8714286,202
228.7,18.5,270,3,204.1,1.8,175.8,50.3,148.2,346.4,328.9,447.3,404.1,175,380.4,1.9,238.8,457.2142857,176.7
228.7,18.5,292.5,2.4,162.3,2,149.1,236.3,267.1,439.5,401,306.9,392.3,1.9,292.5,1.8,203.8,371.9,169.6
228.7,18.5,315,0.5,97.6,123.6,190,369.6,291.3,413.7,417.2,174.1,363,2,227.6,1.7,176.6,236.1571429,158
228.7,18.5,337.5,2.4,143.4,232.1,286.3,455.2,385.5,298.8,413.1,2,309.7,1.7,204.4,2.1,165.6,93.35714286,153
228.7,48.5,0,73.4,281.6,124.3,385,140,380.5,1.6,341.8,2.2,167.7,2.8,135.4,1.9,123.8,24.14285714,148.5
228.7,48.5,22.5,89.6,372.3,155.6,394.1,125,360.8,2.3,255.2,1.6,151.5,1.9,129.8,1.9,131.5,15.41428571,165.9
228.7,48.5,45,128.7,378.9,167.9,423.5,1.4,342,1.8,200.8,1.7,150.9,2.1,142.5,1.5,150.7,1.914285714,311.2
228.7,48.5,67.5,135.9,388.3,103.6,378.1,2.3,217.1,2.2,155.6,1.8,123.2,2,141.8,1.9,161.4,2.071428571,369.7
228.7,48.5,90,111.1,371.8,86.1,352.3,3.2,167,1.8,138,1.8,125.8,2.2,157.6,2,293.5,2.1,386.8
228.7,48.5,112.5,109.3,375.8,119.6,218.1,1.6,152.5,2.4,138.5,1.6,135.3,2.1,175.6,89,343.6,2.128571429,391.9
228.7,48.5,135,2.2,323.5,2.4,167.1,2.3,123.8,2.2,128.4,1.9,151.8,2,286.8,109.9,380.6,1.871428571,394.9
228.7,48.5,157.5,2,243.8,2,144.8,1.8,117,2,147.2,1.5,170.6,76.2,353.7,130.8,391,2.242857143,381.3
228.7,48.5,180,1.9,159.5,2.2,124.4,2.1,125.4,1.8,158,2,260.1,124.4,392.5,131.7,387.2,18.57142857,336.5
228.7,48.5,202.5,2.2,138.3,2.6,115.1,2,135.9,2.1,183.9,95.2,323,143.3,392.2,118.6,374.9,13.81428571,251.4
228.7,48.5,225,2,125.7,2.3,124.4,1.4,146.4,2,273,131.8,372.8,143.7,389.4,1.7,330,112.0428571,163.5
228.7,48.5,247.5,2.6,118.3,1.8,136.3,9.3,165.2,41.9,355.8,159.1,385.7,124.4,366.3,2.2,242.1,139.0714286,141.8
228.7,48.5,270,2.1,117.7,38,149.6,2,272.1,116.2,377,156.4,387.8,1.2,138.6,9.3,59.8,143.6857143,39
228.7,48.5,292.5,2.1,91.3,138.3,80.2,95.9,359,148.7,417.5,131.6,374.3,1.6,235.5,1.7,148.5,127.4142857,119.5
228.7,48.5,315,61.1,143.7,104.4,289.5,124.6,372.3,132,387.1,2.1,315.4,1.4,175,2.1,130.4,88.1,107.8
228.7,48.5,337.5,13.8,160.7,108.1,363.2,152.4,373.6,128.1,370.1,1.7,238.3,1.9,153.1,2.1,118.3,30.21428571,126.3
228.7,78.5,0,73.4,281.6,124.3,385,140,380.5,1.6,341.8,2.2,167.7,2.8,135.4,1.9,123.8,24.14285714,148.5
228.7,78.5,22.5,89.6,372.3,155.6,394.1,125,360.8,2.3,255.2,1.6,151.5,1.9,129.8,1.9,131.5,15.41428571,165.9
228.7,78.5,45,128.7,378.9,167.9,423.5,1.4,342,1.8,200.8,1.7,150.9,2.1,142.5,1.5,150.7,1.914285714,311.2
228.7,78.5,67.5,135.9,388.3,103.6,378.1,2.3,217.1,2.2,155.6,1.8,123.2,2,141.8,1.9,161.4,2.071428571,369.7
228.7,78.5,90,111.1,371.8,86.1,352.3,3.2,167,1.8,138,1.8,125.8,2.2,157.6,2,293.5,2.1,386.8
228.7,78.5,112.5,109.3,375.8,119.6,218.1,1.6,152.5,2.4,138.5,1.6,135.3,2.1,175.6,89,343.6,2.128571429,391.9
228.7,78.5,135,2.2,323.5,2.4,167.1,2.3,123.8,2.2,128.4,1.9,151.8,2,286.8,109.9,380.6,1.871428571,394.9
228.7,78.5,157.5,2,243.8,2,144.8,1.8,117,2,147.2,1.5,170.6,76.2,353.7,130.8,391,2.242857143,381.3
228.7,78.5,180,1.9,159.5,2.2,124.4,2.1,125.4,1.8,158,2,260.1,124.4,392.5,131.7,387.2,18.57142857,336.5
228.7,78.5,202.5,2.2,138.3,2.6,115.1,2,135.9,2.1,183.9,95.2,323,143.3,392.2,118.6,374.9,13.81428571,251.4
228.7,78.5,225,2,125.7,2.3,124.4,1.4,146.4,2,273,131.8,372.8,143.7,389.4,1.7,330,112.0428571,163.5
228.7,78.5,247.5,2.6,118.3,1.8,136.3,9.3,165.2,41.9,355.8,159.1,385.7,124.4,366.3,2.2,242.1,139.0714286,141.8
228.7,78.5,270,2.1,117.7,38,149.6,2,272.1,116.2,377,156.4,387.8,1.2,138.6,9.3,59.8,143.6857143,39
228.7,78.5,292.5,2.1,91.3,138.3,80.2,95.9,359,148.7,417.5,131.6,374.3,1.6,235.5,1.7,148.5,127.4142857,119.5
228.7,78.5,315,61.1,143.7,104.4,289.5,124.6,372.3,132,387.1,2.1,315.4,1.4,175,2.1,130.4,88.1,107.8
228.7,78.5,337.5,13.8,160.7,108.1,363.2,152.4,373.6,128.1,370.1,1.7,238.3,1.9,153.1,2.1,118.3,30.21428571,126.3
228.7,108.5,0,2.1,263,34.4,320.1,21.8,305.6,17.6,250.9,2,103.7,2.6,83.8,2.4,87.6,52.9,111.8
228.7,108.5,22.5,2,283.3,54.1,325.1,2.6,284.1,25.6,134.9,2.1,88.1,2.4,87.6,2.4,98.9,77.6,190.7
228.7,108.5,45,49.1,301.7,9,320.1,2.3,217.5,41.6,110.7,1.3,77.8,2.3,94.7,1.6,115.7,69.3,287.2
228.7,108.5,67.5,82.8,318,2.5,298.5,1.8,119.9,16,88.1,15.4,81.4,2.2,106.6,4.4,180.8,40.5,315.6
228.7,108.5,90,13,305.9,2.3,243.3,2.3,96.7,2.2,79.5,1.9,83.4,2.1,124.2,2.4,278.1,87,333.6
228.7,108.5,112.5,2,275.7,2.6,125.8,2.2,86.7,22,82.9,1.9,97.2,1.7,197.8,2.4,308.3,103,325.4
228.7,108.5,135,2.2,180.8,2.3,99.1,2.4,77.3,41.8,84,1.9,113.4,2.4,287.6,30.8,307.5,79.9,321.9
228.7,108.5,157.5,2.4,120.4,3.1,84.3,7,76.6,1.9,101.5,1.5,175,2.5,307.3,55.8,322.7,32.7,297.3
228.7,108.5,180,119.3,104.8,2.6,74,2,77.8,29.6,117.5,2.1,258.3,15.6,314.8,22.6,311,20.2,243
228.7,108.5,202.5,1.8,91.7,16.5,77.5,2.5,97.9,26,191.8,2,281.3,63.1,324.6,2.2,294.5,2,121.1
228.7,108.5,225,2.8,73.5,2.8,78.4,2.2,111.8,37.6,277.8,43.8,300.2,5.9,311.7,1.6,240.4,15.8,95.8
228.7,108.5,247.5,2.2,69.6,2.4,87.5,2.1,161.4,1.9,296.6,64.9,314.6,2.3,302.2,1.8,135.4,1.7,82.5
228.7,108.5,270,2.8,77.7,2.7,107.7,1.9,270.6,2.3,317.3,27.1,310.9,1.7,234.8,3,107.5,19.9,71.8
228.7,108.5,292.5,2.4,97.6,1.9,176.7,2.2,297.4,53.9,324.6,2,275.5,2.2,125.9,2.5,93.8,49.1,67.3
228.7,108.5,315,32.7,112.1,17.2,267.5,2.4,306.3,21.9,320.2,1.4,220.5,2.3,113.9,2.9,80.9,69.2,72.5
228.7,108.5,337.5,9.6,169,2.5,299.2,46.2,308,4.8,300.4,2,132,1.8,101.9,1.8,82.6,36.5,82.6
228.7,138.5,0,2.2,242.7,9.1,293.3,2.4,257.1,21.8,189.9,1.9,76.3,3.7,70.1,56.1,69.8,4.5,80.4
