X,Y,PHI,IR1,LDR1,IR2,LDR2,IR3,LDR3,IR4,LDR4,IR5,LDR5,IR6,LDR6,IR7,LDR7,IR8,LDR8
48.7,138.5,0,2.6,229,2.2,223.1,2.3,65.7,111.8,29.1,151.5,19.5,59.2,54.4,43.3,76.2,3.2,223
48.7,138.5,22.5,2.2,222.2,2.5,199.3,104.4,54.6,136.1,27.7,123.1,34.7,80.2,63.1,4.2,196.6,2.4,236
48.7,138.5,45,77.3,216.7,2.1,70.4,136.3,34.7,131.8,16.4,44.5,49,31,90.2,2.8,215.2,2.5,248.4
48.7,138.5,67.5,1.9,182.2,99.5,44.6,152.5,22.4,107.6,28.2,66.4,55.1,2.6,199.3,2.2,241.1,2.1,238
48.7,138.5,90,2.1,71.5,127.9,28.2,145,23.4,9.2,37.5,19.3,72.2,1.9,229.1,2.3,235.7,6.7,219.4
48.7,138.5,112.5,87.2,53.7,151.9,15.4,136.4,35.5,30.1,50.4,1.7,177.1,1.7,237.4,1.9,231.4,36.2,187.5
48.7,138.5,135,129.2,34.7,139.2,9.5,14.3,38.1,2,75.3,1.7,199.3,2,243.1,1.9,224.3,2.1,61.6
48.7,138.5,157.5,143.4,24.6,108,15.9,46.1,46.9,12.2,198.6,1.6,223.7,2.5,230.2,26.2,189.5,115.2,38.7
48.7,138.5,180,149.5,19.7,112.4,26.5,12.3,69.9,2,226.9,1.6,242.4,2.1,220.8,47.4,79.1,123,13.3
48.7,138.5,202.5,99.5,21.9,42.5,43.8,2.1,198,12.3,241.5,1.7,226.1,11.5,182,105.9,57.5,142.8,7.8
48.7,138.5,225,28.3,34.8,2.2,52.5,2.2,212.2,2.2,245.5,1.7,216.5,2.7,82.5,113.7,44,139.5,1.2
48.7,138.5,247.5,53,47.3,2.2,188,2.2,228.6,1.9,231,2.1,175.2,88.9,56.3,134.3,34,139.1,7.9
48.7,138.5,270,21,62.7,2,227.8,2.3,230.9,1.8,216.4,1.9,70.6,128.6,43.2,130.4,29.3,56.8,19.3
48.7,138.5,292.5,2.2,177.7,2.4,238.4,2.2,230,16.3,197.8,103,55.2,142.8,33.5,113.8,33.1,40.7,35.1
48.7,138.5,315,2.2,210.3,1.8,251.8,2.2,211.8,2.3,80.2,144.1,36.2,146.9,31.2,64.5,44.5,77.3,59
48.7,138.5,337.5,2.2,234.3,2.2,230.3,2.3,169.4,83.5,47.9,159.5,24.6,124.2,37.6,59.4,57.1,2.2,207.4
48.7,168.5,0,1.8,224.6,1.9,216.8,2.4,56.1,115.7,15.2,155.7,6,84.4,33,84.9,55.9,1.8,203.9
48.7,168.5,22.5,2.2,214.7,2.1,196.6,91.9,38.9,135.7,16.6,123.8,14.9,100.3,42.6,2.2,166.4,1.9,219.9
48.7,168.5,45,2.2,205.7,2,57.6,124.2,19.5,131.8,11.3,98.9,29.9,112.5,61.7,1.7,203.6,2.1,234.8
48.7,168.5,67.5,1.8,186.2,2.5,26.2,148.6,10.9,99.4,8.4,103.1,34.9,2.5,170.7,1.8,223.2,1.9,228.1
48.7,168.5,90,8.2,68.9,70.3,12.6,152.2,12.2,74.8,18.1,107,45.9,1.8,210.5,2.4,222.2,5,212.8
48.7,168.5,112.5,107.1,33.3,69.9,4.7,116.1,13.5,66.2,28.6,8.7,142.7,2.2,232.1,2.5,221,20.1,176.2
48.7,168.5,135,123.2,20.2,77.7,2.7,66.6,21.3,74.1,47.1,1.9,186.3,2.3,226.1,2.4,207.5,31.9,54.5
48.7,168.5,157.5,85.3,8.6,104,1.2,100.3,37.3,37.8,162.9,1.7,212.4,2.2,228.2,2.3,183.2,127.1,18.5
48.7,168.5,180,5.7,7.8,91.2,9.9,100.1,49.5,22.1,207.9,1.7,223.9,2.6,210.5,2.5,69.5,130.8,3.7
48.7,168.5,202.5,115.5,11.7,100,26.4,1.9,163.7,7,215.4,1.4,220.1,2.3,194.1,109.5,43.1,143,0.6
48.7,168.5,225,99.1,18,86.1,29.3,2.1,200,2.2,221.9,1.7,210.7,1.8,81.5,118.2,33.5,173,0.2
48.7,168.5,247.5,99.2,30.2,147.5,146.5,2.2,213.4,2.2,221.4,2,175.8,84.4,51.6,139.1,21,130.9,1
48.7,168.5,270,69.9,49,1.8,202.3,2.3,212.2,3,211,1.9,62.3,124.2,33.7,134.3,16.4,114.7,5.9
48.7,168.5,292.5,5.6,147.7,2,224.5,1.9,210.6,25.8,193.4,94.8,39.9,143.5,24.3,102,21.5,103.2,13.2
48.7,168.5,315,1.6,192.6,1.9,238.4,1.6,201.7,7,74.6,131.4,28.5,147,19.2,77.3,25.8,119,29.1
48.7,168.5,337.5,1.7,216,1.6,224.6,2,174.5,95.8,42.3,159.5,16.4,112.1,22.4,101.7,38.8,32.2,166.6
48.7,198.5,0,2.2,210.3,2.3,210.7,2.5,61.3,113.9,16.4,151.6,8.6,128.3,27,126.3,44.7,2.3,184.7
48.7,198.5,22.5,2.1,209.8,2.4,195.1,103.8,37.4,135.5,5.9,111.1,7,139.4,36.6,113.7,140.3,1.8,209.1
48.7,198.5,45,1.8,198.6,4.7,118,136.3,23.2,136.2,2.6,143.9,15.7,143.1,52.7,2.3,187.4,2.4,217.9
48.7,198.5,67.5,2.8,180.4,99.6,28.4,152,9.9,91.9,1.8,155.9,28.5,116.6,148.4,2,199.3,2,214.4
48.7,198.5,90,7.6,110,127.3,12.2,152.3,5.3,112.4,12.5,151.3,36.4,2.1,191.7,2.3,221.6,2.1,205.8
48.7,198.5,112.5,91,36.1,148.4,2.2,128.5,8.1,134.9,20.5,131.7,113.8,2.2,213.5,2.3,210.3,2,177.3
48.7,198.5,135,123,18.1,140.2,0,128.4,16.5,131.6,33.3,1.6,166.6,2.4,224.4,2.7,202.2,2,94.8
48.7,198.5,157.5,119.3,9.2,103.4,1.4,148.4,22.4,115.8,129.3,1.7,195.4,2.2,211.4,2.1,182,114.6,20.7
48.7,198.5,180,49.1,0.5,123.5,0.7,148.2,35.9,2.3,189.2,1.8,209.8,2,202.8,2.3,110,138.9,5.8
48.7,198.5,202.5,124.8,2.6,103.6,8.2,120.3,132.1,9.1,211.2,2,207.8,2,185.4,76.8,45.5,134.9,0
48.7,198.5,225,135.3,6.7,143.2,17.7,2.3,189.8,1.9,210.2,1.8,198.9,2.1,119.4,114,32.5,147.2,0
48.7,198.5,247.5,140.4,19.9,119.4,109.3,1.8,194,1.7,216.8,2.1,175.1,81,46.2,134.5,14.2,114.7,0
48.7,198.5,270,131.2,35.1,2.1,176.7,2,203,2.2,208.9,1.7,109.3,120.5,31.1,131.3,12.8,122.8,5.9
48.7,198.5,292.5,123.3,119.9,2.6,204.4,1.6,198,1.8,189.6,90.2,36.8,147.1,19.3,105.3,18.7,143.4,12.9
48.7,198.5,315,115.3,173.8,2.2,211.6,3,201.7,2.1,131.2,135.3,24,142.7,18.3,113.5,19.2,138.9,28.6
48.7,198.5,337.5,2.7,194.8,1.7,217.3,2.2,176.8,53.9,35.4,156,11.4,116.5,21,130.7,33,129.5,122
48.7,228.5,0,2.3,209.7,2.3,207.8,2.5,65.3,113.6,16.3,153.5,7.5,157.8,25.7,165.3,44,21.9,185.5
48.7,228.5,22.5,2.2,207,2.5,193.6,99.7,38.3,135.1,5.9,130.3,6.6,178.3,38.1,137.6,139.8,1.9,206.8
48.7,228.5,45,1.8,197.6,15.3,123.1,135.5,18.9,135.6,2.6,177.9,13.7,178.6,51.9,20.6,183.5,2.2,216.9
48.7,228.5,67.5,2.7,177.8,102,28,151.6,8.6,108.1,1.8,198.8,27.9,140.2,147.7,2.6,200.1,1.7,212.5
48.7,228.5,90,6.8,111,126.5,10.7,150.9,5.3,143.5,10.3,190.5,35.6,20.3,188,2.2,220.6,1.8,205.4
48.7,228.5,112.5,89,36.6,141.3,2.2,142.8,6.9,174,19.5,155.9,116.5,2.6,210.3,2.3,207.7,2.2,177.7
48.7,228.5,135,120.3,16.3,139.8,0,159.3,13.5,168.4,30.4,21.5,167,2.9,223.4,2.4,200.5,1.9,96.4
48.7,228.5,157.5,120.8,7.4,121.5,1.4,187.9,21.3,138.3,128.2,2.1,192.6,2.3,209.9,2.3,179.5,111.3,20
48.7,228.5,180,58.4,0.5,155,0.7,185.1,36.1,20.2,188.1,1.9,207.1,1.9,204.6,2.1,101.4,136.5,4.2
48.7,228.5,202.5,139.7,2.1,147.9,8.3,145.4,130.4,10.1,208.3,2,204.9,2.3,185.5,75.7,44.8,136.2,0
48.7,228.5,225,165.8,6.7,180.5,17.1,22.6,186.1,2.1,211,1.7,200.4,2,117.7,115,29.7,150.2,0
48.7,228.5,247.5,180,18.3,143.1,101.9,1.7,193.3,1.8,216.8,2.3,175.3,80,46.1,134.4,12.2,131.2,0
48.7,228.5,270,170.6,31,20.5,174.7,2,206.7,2,207.1,1.7,109.2,121.5,32.4,129.7,12.8,156.3,4
48.7,228.5,292.5,148.8,116.7,2.8,202,1.5,198.9,1.8,189.7,91,36.2,146,19.2,120.4,15.4,185.3,11.3
48.7,228.5,315,124.6,173.2,2.3,213,2.4,199.2,2.3,131.6,135.4,22.7,142.3,16.1,145.5,18.9,177.9,25.6
48.7,228.5,337.5,9.3,193.8,1.9,217.9,2.1,177.4,57.2,39.6,156.8,10.8,131,19,172.8,33.9,153.3,111.4
78.7,18.5,0,45,289.3,417.3,213.9,487.1,28.1,183.2,40.7,90.4,63.7,2,110.7,2.1,262.6,1.814285714,313.8
78.7,18.5,22.5,245.6,256.8,519.7,6.8,357.7,34.2,78.5,57.6,39.8,85.2,2.2,204.8,2.4,284.3,2.114285714,306.7
78.7,18.5,45,396.1,181.2,479.4,17.2,195.8,46.8,83.8,72,1.5,100.3,2.1,279.6,2.6,301.8,1.914285714,290.5
78.7,18.5,67.5,508.4,21.6,347.1,20.4,83.8,55.4,53.8,77.8,1.6,167,1.9,299.3,1.7,293.7,2.028571429,270.1
78.7,18.5,90,487.9,28.6,179.3,34.5,87.9,66.8,2.2,106.5,1.7,240.3,2.3,312.8,97.5,293.9,11.14285714,202.2
78.7,18.5,112.5,365,43.1,24.4,53,25.5,84.6,2,185.4,2,269.7,1.9,305,239.7,275.8,5.928571429,9.9
78.7,18.5,135,196.9,49.4,86.7,55.3,2.4,101.5,2.1,264.3,1.4,304,100.2,293.6,393.7,196.4,86.77142857,7.6
78.7,18.5,157.5,94.8,58.4,20.4,73.9,1.8,153,1.7,296.1,1.8,294.1,241.4,268.5,509.7,27.7,104.2714286,22
78.7,18.5,180,102.8,65.7,2.8,96.5,1.9,261.1,1.8,306.3,115.4,291.4,390.3,187.8,480.2,27.8,101.4714286,28.5
78.7,18.5,202.5,208.9,82.1,2.6,164,1.7,289.2,1.7,302.4,268.7,250.3,490.7,27,350.9,43.6,179.3142857,44.4
78.7,18.5,225,28.4,94.7,2.3,256.7,2.5,295.4,21.3,298.5,439.3,181.8,459.8,38.7,186.9,52.6,344.2714286,55.2
78.7,18.5,247.5,65.6,178.2,1.8,297.3,1.5,298.5,219.9,269.2,550.8,12.9,342.1,48.7,86.6,67.2,483.7142857,73.7
78.7,18.5,270,2,265.1,2.5,308.4,62.3,274.8,374.8,220.5,506.7,26.4,186,58.5,90,67.1,509.8714286,84.1
78.7,18.5,292.5,1.9,284.3,2.2,314.2,240.2,251.6,489.6,7.3,364.7,37.7,83.9,66.7,26.5,84.7,405.5285714,139.7
78.7,18.5,315,1.7,297.6,103.6,290.7,390.8,175.2,468.7,22.2,195.5,45.5,84.1,74,1.9,94.4,251.9285714,281.1
78.7,18.5,337.5,1.9,290.1,239.3,275.2,506.8,14.2,345.2,39.1,111.6,59.9,14.7,91.2,1.9,179.7,92,292.3
78.7,48.5,0,2,280.3,82.1,252,152,68.2,70.4,57.2,90.4,56.4,1.9,88.7,1.8,232.2,20.4,296
78.7,48.5,22.5,91.1,272.3,160.1,117.8,128.6,67.6,78.5,52.6,3,70.1,2.1,118.3,1.7,261.8,2.257142857,308.9
78.7,48.5,45,90.5,236.2,20.7,62.7,100,54.5,95.7,56.1,1.7,77.9,1.7,233.8,2.9,292.9,1.971428571,300.4
78.7,48.5,67.5,143.6,108.3,163.9,61.6,100.7,51.9,4.9,66.2,1.8,103.7,1.7,273.1,1.5,296.6,2.128571429,281.6
78.7,48.5,90,139.2,76.4,2,58.4,104.3,57.5,2.1,80.3,1.3,208.3,2.5,287.7,1.7,293.9,1.957142857,250.5
78.7,48.5,112.5,107,68.1,92.1,43.9,29.9,64.6,1.9,100.9,1.7,258.6,2,301.9,72.9,265.9,1.942857143,109.2
78.7,48.5,135,56,56.8,103.4,47.3,1.7,79.3,2.4,228.7,2.2,284,2.2,292.2,117.7,240.7,37.91428571,72
78.7,48.5,157.5,77.4,51.4,12.3,58.6,1.6,110.6,1.8,266.1,1.9,288.7,72.1,285.2,138.2,113.4,111.7714286,48.1
78.7,48.5,180,119.7,58.2,2.2,69.3,2.7,226.3,1.7,285.7,1.7,293.4,124.6,251.2,134.4,82.2,111.5571429,40.2
78.7,48.5,202.5,1.8,65,2.4,93.4,2.1,265.8,2.5,305.1,103.5,269.9,146.8,117,121.8,79.1,86.61428571,37.7
78.7,48.5,225,2,78.8,2.6,231.4,2.2,277.4,1.9,282.9,131.6,230.2,143.6,83.1,72.6,62.9,116.4857143,35.9
78.7,48.5,247.5,2,99.9,2.2,278,1.6,281.7,54.3,270.8,159.8,104.4,116.1,71.2,64.4,56.8,123.9285714,50
78.7,48.5,270,2.4,229.3,2.3,287.1,2,278.4,115.8,257.6,155.8,82.1,84.4,74.4,76.7,65.1,147.6428571,68.6
78.7,48.5,292.5,2.6,264.5,131.4,304.7,108.8,263.8,136.4,110.6,123.3,70.2,80.8,62.3,18.3,65.6,114.6,94.1
78.7,48.5,315,2,285,2.3,299.5,136.9,225.8,135.9,84.7,82.8,58.3,100.4,62.3,2.1,81.2,83.02857143,237.2
78.7,48.5,337.5,1.9,294.1,91.5,279.1,152.6,104.6,111.9,71.1,86.2,57.5,3.4,69.3,2,106.2,1.885714286,285.7
78.7,78.5,0,2,280.3,82.1,252,152,68.2,70.4,57.2,90.4,56.4,1.9,88.7,1.8,232.2,20.4,296
78.7,78.5,22.5,91.1,272.3,160.1,117.8,128.6,67.6,78.5,52.6,3,70.1,2.1,118.3,1.7,261.8,2.257142857,308.9
78.7,78.5,45,90.5,236.2,20.7,62.7,100,54.5,95.7,56.1,1.7,77.9,1.7,233.8,2.9,292.9,1.971428571,300.4
78.7,78.5,67.5,143.6,108.3,163.9,61.6,100.7,51.9,4.9,66.2,1.8,103.7,1.7,273.1,1.5,296.6,2.128571429,281.6
78.7,78.5,90,139.2,76.4,2,58.4,104.3,57.5,2.1,80.3,1.3,208.3,2.5,287.7,1.7,293.9,1.957142857,250.5
78.7,78.5,112.5,107,68.1,92.1,43.9,29.9,64.6,1.9,100.9,1.7,258.6,2,301.9,72.9,265.9,1.942857143,109.2
78.7,78.5,135,56,56.8,103.4,47.3,1.7,79.3,2.4,228.7,2.2,284,2.2,292.2,117.7,240.7,37.91428571,72
78.7,78.5,157.5,77.4,51.4,12.3,58.6,1.6,110.6,1.8,266.1,1.9,288.7,72.1,285.2,138.2,113.4,111.7714286,48.1
78.7,78.5,180,119.7,58.2,2.2,69.3,2.7,226.3,1.7,285.7,1.7,293.4,124.6,251.2,134.4,82.2,111.5571429,40.2
78.7,78.5,202.5,1.8,65,2.4,93.4,2.1,265.8,2.5,305.1,103.5,269.9,146.8,117,121.8,79.1,86.61428571,37.7
78.7,78.5,225,2,78.8,2.6,231.4,2.2,277.4,1.9,282.9,131.6,230.2,143.6,83.1,72.6,62.9,116.4857143,35.9
78.7,78.5,247.5,2,99.9,2.2,278,1.6,281.7,54.3,270.8,159.8,104.4,116.1,71.2,64.4,56.8,123.9285714,50
78.7,78.5,270,2.4,229.3,2.3,287.1,2,278.4,115.8,257.6,155.8,82.1,84.4,74.4,76.7,65.1,147.6428571,68.6
78.7,78.5,292.5,2.6,264.5,131.4,304.7,108.8,263.8,136.4,110.6,123.3,70.2,80.8,62.3,18.3,65.6,114.6,94.1
78.7,78.5,315,2,285,2.3,299.5,136.9,225.8,135.9,84.7,82.8,58.3,100.4,62.3,2.1,81.2,83.02857143,237.2
78.7,78.5,337.5,1.9,294.1,91.5,279.1,152.6,104.6,111.9,71.1,86.2,57.5,3.4,69.3,2,106.2,1.885714286,285.7
78.7,108.5,0,2,273.5,2.3,258.1,2.2,102.5,77,74.9,86.7,55.2,2,74.9,2,87.7,32.1,260.7
78.7,108.5,22.5,2.1,249.9,61.7,227,2.1,83,78.5,63.2,2.3,55.6,2,88.9,2.3,222.6,32.4,265.6
78.7,108.5,45,98.8,238.4,9.5,106.2,83.7,64.5,92,49.6,2.1,59.6,2,111.2,2.9,252.5,44.6,272.2
78.7,108.5,67.5,53.1,217,2.6,82.2,96.4,59.2,84.2,53.4,6.8,79.1,1.9,234.7,2.6,260.4,36,270.1
78.7,108.5,90,16.3,99.9,82,69.1,104.3,53.8,7,62.6,1.9,93.5,1.7,266.5,2.5,269.9,40.4,250.3
78.7,108.5,112.5,2.5,84.2,103.6,56.5,6.8,57.6,18.2,79.1,2.3,203.6,1.6,272.3,1.4,261.5,98.3,219.1
78.7,108.5,135,65.2,65.3,131.8,40.7,2.1,58.8,9.2,99.1,1.9,232.3,1.9,270.3,4.4,257.2,69.2,109.1
78.7,108.5,157.5,119.1,55.8,123.7,43.4,2.2,75,37.7,220.7,2.2,262.1,1.7,269.6,73.1,219.7,44.5,78.2
78.7,108.5,180,86.8,51,2.4,54,2.6,96.6,2.1,260.1,1.7,265.7,2.2,249.5,18.7,110.3,119.3,64.1
78.7,108.5,202.5,2.3,46,7,63.1,2.2,223.2,21.7,264.6,1.3,263.7,46.9,225,2.3,93,98.8,41.3
78.7,108.5,225,2.3,65.4,1.9,90,1.9,239.9,2.5,273.4,6.8,254.1,11.8,112.7,51.8,75.9,110.7,37.6
78.7,108.5,247.5,24.3,68.2,3.1,213.3,2.1,254.6,1.7,278.3,65.1,213.4,2.4,89.8,85.3,62.5,44.5,34.2
78.7,108.5,270,1.7,89.7,2.3,257.9,2,256.7,3,252.3,19.1,110.1,88.6,83.7,91.8,68.3,32.4,57.7
78.7,108.5,292.5,2.1,206.6,2.5,269,2.2,262.2,58.4,236.5,2.1,91,92.3,68.7,11.5,55.9,69.2,65.9
78.7,108.5,315,107.5,245.1,2.3,282.2,2.1,238.6,4.5,113.9,82.1,74.2,100.2,62.6,2.3,67.8,48.6,85.2
78.7,108.5,337.5,1.9,256.8,29,279,54.4,213.3,46,90.5,102.6,55.7,2.3,65,6.8,75.5,44.4,223.5
78.7,138.5,0,2.2,249.7,1.8,251.5,2.2,85.9,92.1,53.3,90.6,34,11.1,52.9,64.8,75.8,2,228
78.7,138.5,22.5,1.6,243,3,220,6.6,72.1,84.1,53,8.5,41.5,80.2,66.3,14.5,185.3,4.5,257.7
78.7,138.5,45,2.2,227.7,2.6,92.9,108.5,48.4,91.8,30.7,19.4,44.1,23,82.3,6.3,235.7,24,260.3
78.7,138.5,67.5,3.4,214.3,9.4,59.8,88.6,35.7,49.9,28.6,78.6,59.3,2.3,197.2,8.5,244.7,2.3,265.1
78.7,138.5,90,2.1,90.9,92,54.4,100.1,36.9,45.8,49,7,69.6,2.1,234.6,1.5,259.1,1.8,237.3
78.7,138.5,112.5,1.8,65.9,70.3,34.3,3.3,44.4,41.8,61.2,1.5,164.2,2.6,258.8,3.8,254,40.6,210.7
78.7,138.5,135,2.6,47.9,139.8,24,7.3,45.6,25.4,69.5,2.1,207.3,1.9,269,10.8,241.3,52.9,97.4
78.7,138.5,157.5,77.5,35.5,2.7,20,60.6,59.4,33.7,188.7,1.6,226.9,1.8,262,22.3,222.4,41.1,56.9
78.7,138.5,180,177.1,37.8,4.9,40.2,2.9,65.9,2,232.4,1.6,255.3,2.3,239.6,18.4,99.5,94.6,37.6
78.7,138.5,202.5,3.8,33.7,29.7,39,2.1,175.3,25.8,254.3,1.9,255,14.8,213.7,42.9,79.4,99.1,27
78.7,138.5,225,2.3,43.9,1.9,64.9,1.6,224,2.1,250,1.7,238.8,2.1,103.4,77.1,62,104.5,23
78.7,138.5,247.5,153.8,56.3,2.7,176.8,2.2,230.5,2.2,257.5,7.2,210.2,43,76.9,93.7,51.7,52.6,14.7
78.7,138.5,270,7.6,67.9,2,218.9,2.1,246.8,1.8,249.9,2.2,97.8,84.2,70.1,89.6,49.2,48.9,26.5
78.7,138.5,292.5,2.2,166.8,2.3,254.7,2.3,241,25.7,220.8,11.3,70.8,104.4,60.5,47.2,43.4,65.3,50.3
78.7,138.5,315,13.1,218.6,2.1,255.3,2.3,233.7,25.6,106.4,94.6,56.8,84.8,42.6,38.7,51.9,52.6,54.1
78.7,138.5,337.5,2.6,245.6,2.2,257.2,2.2,199.8,58.2,71.7,99.3,42.4,10.9,50.4,64.6,59.8,4.6,186
78.7,168.5,0,1.5,233.9,2.5,227,2.1,116.9,66.5,43.2,107.4,26.1,68.6,43.4,85.3,57.8,2.2,215.9
78.7,168.5,22.5,1.6,233,2.4,219.1,1.9,59.7,91.5,26.5,23.7,26.5,80,46.7,2.2,131.1,44.5,228.9
78.7,168.5,45,2.1,224.8,50.3,156.6,66.5,37,111.9,15.3,86.4,29.7,104.2,63.9,2.3,202.2,2.8,248.5
78.7,168.5,67.5,2.7,206.9,2.3,54.5,96.4,31.4,79,19.8,99.1,48.3,1.7,162.9,1.7,219,2.5,240.8
78.7,168.5,90,2.7,147.7,86.5,32.8,100.7,21.7,83.3,26.2,107.1,54,2.3,218.3,2.2,230,12.2,229.3
78.7,168.5,112.5,2.9,55.9,91.9,14.7,7,21.3,92.2,38.1,1.8,133.9,2.2,230.6,1.7,234.2,4.8,207.8
78.7,168.5,135,73.9,43.8,91.3,9.6,79.8,27.8,62.2,53.5,1.7,191.9,2.3,242.7,2.2,222.9,2,137.6
78.7,168.5,157.5,91.1,33.4,41.6,14.1,88,47,39.4,147.9,1.8,211.4,2.6,248.3,2.6,203.3,6.8,36.3
78.7,168.5,180,87,27.5,78,17.7,112.4,53.7,12.3,204.3,2.1,232.8,2.2,237.2,1.9,143.6,107.3,29.7
78.7,168.5,202.5,45,26.6,91.6,24.6,2.2,144.3,17.6,228.4,1.6,228.9,2.3,208.6,2.6,60.4,95.1,16.3
78.7,168.5,225,115.8,36.5,2.7,39.2,2.7,201.1,3.1,249.9,1.8,225,2.5,139.4,97.8,51.6,106.9,2
78.7,168.5,247.5,143.4,38.8,2.2,93.7,1.9,226.9,2,236.5,1.5,191.7,3.8,67.4,81.1,32.5,69,4.3
78.7,168.5,270,99.7,46.8,2.5,204.8,2.2,223,3.2,232.3,2,130.3,88,48.8,93.4,29,94.6,11
78.7,168.5,292.5,169.3,128.9,2.2,230.5,2.4,222.3,37.6,209.1,9.6,55.6,88.4,38.4,22.4,30.1,94.7,18.7
78.7,168.5,315,6.3,201.3,2.4,234.5,2.5,218.4,2.9,146.6,86.8,43.6,97,32.2,77,36.3,119.2,35.6
78.7,168.5,337.5,2.3,217.4,2,246,2.4,199.2,37.7,56.6,111.4,30.4,34.4,35.7,82.7,55.9,11.6,133
78.7,198.5,0,131.1,218.2,2.2,213.8,2,124.7,78.4,39.3,103.1,19,128.5,37.7,126.2,54,1.9,197
78.7,198.5,22.5,2.3,217.3,2.6,208.4,1.8,52,83.5,17.7,115.2,13,143.4,39.9,113.7,76.7,2.2,210.2
78.7,198.5,45,2.1,208.8,2.4,152.7,84,34.1,78.9,9,135.7,23.7,138.8,57.6,2.3,191.3,2.1,228.3
78.7,198.5,67.5,2.3,187.4,3.6,52.3,100,24.6,70.1,10.9,164.5,32.1,120.3,131,2.5,210.6,2.2,221.2
78.7,198.5,90,2.2,144.4,107.7,27.1,92.1,11.2,120,25,152.5,45.9,1.9,198.7,1.7,218.2,2,214.7
78.7,198.5,112.5,2.4,56.7,99.3,21.4,70.5,18.7,140.6,34.3,109.4,92.1,2.1,217,2.9,224.4,2.1,193.4
78.7,198.5,135,77.6,39,107.6,2.4,132.9,24.1,132.3,45.1,3.4,176.2,2.2,222.2,2.2,213.4,2.3,145
78.7,198.5,157.5,165.5,25,107.8,4.8,148.1,33.5,99.9,110.4,3.8,193.7,1.8,230.6,3,198.3,1.5,41.9
78.7,198.5,180,82.7,9.2,91.3,8,144.4,44.3,2.3,194.4,2.2,214.6,2.5,215.3,2.7,147,106.7,31.6
78.7,198.5,202.5,1.9,8,143.6,11.4,141.1,108,21.7,211,2,226.8,1.7,203.7,2.4,68,106.9,9.4
78.7,198.5,225,119.7,21.9,140.2,32.7,2.3,185.6,2.2,221.9,2,215,2.7,146.5,76.8,46.5,107.2,2.5
78.7,198.5,247.5,143.8,29.6,107.6,58.1,2.1,205.6,2.5,229.5,1.8,187.3,2.2,67.2,89.6,32.7,115.3,2.3
78.7,198.5,270,131.1,40.5,2.3,187.8,2.3,208.8,2.2,215.7,2,134.3,76.8,50.8,97.5,23.4,131,4.8
78.7,198.5,292.5,17.4,93,2.7,210.2,2.1,210.2,3.4,200.1,9.4,56,92.6,38.2,97.3,22.7,147.8,10.8
78.7,198.5,315,157.5,173.3,2.6,227.1,2,209.6,2,155.5,87,39.2,88.4,30.9,113.6,28.5,147.6,23.4
78.7,198.5,337.5,2,204.2,2.7,222.1,1.7,186.6,9.2,58.9,111.5,28.3,84.2,29.7,130.9,37.6,127.4,65.1
78.7,228.5,0,122.1,217.9,2.2,214.3,1.8,125.3,78.2,38.2,106.8,19.1,158.6,34.6,166.1,50.5,22.3,178.1
78.7,228.5,22.5,3,196.4,3.7,196.4,3,53.1,82.7,19.3,133.4,12.2,181.6,40.8,138.8,83.8,2.3,210
78.7,228.5,45,1.9,207.8,2.4,151.5,84.7,33.9,81.9,10.5,170.8,20.7,176,53.8,21.7,191.2,6.2,205.7
78.7,228.5,67.5,2.1,187.4,15.8,52.9,100.1,22.3,89.2,9.9,206.3,34,143.9,116.9,2.5,212.5,1.9,199.6
78.7,228.5,90,2.2,146.1,102,24.4,93.4,11.2,150.8,20.7,192.1,46.4,21.9,199.6,1.5,218,2,213.7
78.7,228.5,112.5,2.1,56.8,99.5,17.9,93.5,17.9,182.9,31.8,136.7,82.3,2.3,216.3,2.6,223.1,1.9,193.8
78.7,228.5,135,73.5,36,110.8,2.4,164,20.7,170.5,43.8,24.4,174.9,2.1,220.8,2.6,211.5,1.9,146.7
78.7,228.5,157.5,159.2,23.3,127.4,4,188.7,35.1,125.8,107.4,3.1,191.2,1.8,228.6,2.3,194.3,8,45.1
78.7,228.5,180,83.7,9.7,127.9,6.9,183.9,42.5,20,190,2.5,213.5,2.5,215.7,2.4,143.8,104.5,25.6
78.7,228.5,202.5,28.2,7.4,184.9,14.3,164.6,104.7,21.6,209.8,2,225.3,1.5,202.6,2.2,64.7,106.3,9.4
78.7,228.5,225,154.6,19.9,177.8,37.2,22.4,184.3,2.2,220.8,2,214.3,2.8,146.8,78.5,44.4,110.3,2.5
78.7,228.5,247.5,185.7,30.1,132.7,62,2.1,205.8,2.2,227,1.7,185.6,2.6,68.3,88.3,30.4,131.6,2.3
78.7,228.5,270,176.6,43.2,21.8,187.7,2.8,207.1,2.1,215.6,1.9,134.8,76.4,49.6,99.3,22.8,164.3,4.8
78.7,228.5,292.5,54.3,92.5,2.5,210.6,2.1,209.5,3.1,198.9,9.7,58.7,93,37.7,114.3,21.6,190.5,13.7
78.7,228.5,315,163.2,174.1,2.4,226.6,2.1,207.7,1.8,138.9,88.4,38,94.7,25.7,149.3,26.6,190.8,23.5
78.7,228.5,337.5,2.1,201.8,2.9,223.6,1.8,187.5,10.3,52.6,109.2,24.6,103.6,25.2,179.3,34.7,156.2,56.7
